Time,ai0,ai1,ai2,ai3,
0,-1.832280e-04,-6.023302e-03,-6.060095e-03,-1.601896e-03,
1.000000e-01,4.905332e-03,1.609610e-03,-1.115149e-02,9.423527e-04,
2.000000e-01,4.905332e-03,6.698218e-03,-1.115149e-02,-6.690393e-03,
3.000000e-01,-5.271788e-03,-6.023302e-03,-9.687014e-04,6.030850e-03,
4.000000e-01,2.361052e-03,6.698218e-03,-6.060095e-03,-4.146144e-03,
5.000000e-01,-5.271788e-03,-9.346940e-04,-9.687014e-04,-1.601896e-03,
6.000000e-01,-1.832280e-04,1.609610e-03,-6.060095e-03,9.423527e-04,
7.000000e-01,2.361052e-03,-3.478998e-03,-6.060095e-03,6.030850e-03,
8.000000e-01,9.993891e-03,4.153914e-03,-1.369719e-02,-9.234641e-03,
9.000000e-01,9.993891e-03,6.698218e-03,-1.369719e-02,-4.146144e-03,
1,-1.832280e-04,1.609610e-03,-9.687014e-04,9.423527e-04,
1.100000e+00,4.905332e-03,1.609610e-03,-1.369719e-02,9.423527e-04,
1.200000e+00,-2.727508e-03,1.609610e-03,-9.687014e-04,9.423527e-04,
1.300000e+00,1.253817e-02,-9.346940e-04,-1.369719e-02,9.423527e-04,
1.400000e+00,-5.271788e-03,1.609610e-03,-9.687014e-04,6.030850e-03,
1.500000e+00,-1.832280e-04,-9.346940e-04,-6.060095e-03,9.423527e-04,
1.600000e+00,7.449612e-03,-6.023302e-03,-1.115149e-02,9.423527e-04,
1.700000e+00,-2.727508e-03,6.698218e-03,-9.687014e-04,-6.690393e-03,
1.800000e+00,-1.832280e-04,-9.346940e-04,-8.605792e-03,-1.601896e-03,
1.900000e+00,9.993891e-03,-9.346940e-04,-6.060095e-03,9.423527e-04,
2,4.905332e-03,-6.023302e-03,-8.605792e-03,6.030850e-03,
2.100000e+00,4.905332e-03,-9.346940e-04,-1.115149e-02,9.423527e-04,
2.200000e+00,2.361052e-03,-9.346940e-04,-9.687014e-04,-1.601896e-03,
2.300000e+00,-5.271788e-03,-9.346940e-04,-9.687014e-04,-1.601896e-03,
2.400000e+00,-7.816068e-03,1.609610e-03,-9.687014e-04,-1.601896e-03,
2.500000e+00,2.361052e-03,-9.346940e-04,-8.605792e-03,9.423527e-04,
2.600000e+00,-1.832280e-04,1.609610e-03,-6.060095e-03,6.030850e-03,
2.700000e+00,2.361052e-03,-3.478998e-03,-8.605792e-03,6.030850e-03,
2.800000e+00,2.361052e-03,-9.346940e-04,-8.605792e-03,-6.690393e-03,
2.900000e+00,2.361052e-03,1.178683e-02,-6.060095e-03,-4.146144e-03,
3,2.361052e-03,-9.346940e-04,-1.115149e-02,-6.690393e-03,
3.100000e+00,9.993891e-03,4.153914e-03,-1.369719e-02,-6.690393e-03,
3.200000e+00,-1.832280e-04,6.698218e-03,-6.060095e-03,-6.690393e-03,
3.300000e+00,2.361052e-03,-6.023302e-03,-6.060095e-03,6.030850e-03,
3.400000e+00,2.361052e-03,-9.346940e-04,-8.605792e-03,9.423527e-04,
3.500000e+00,-2.727508e-03,-6.023302e-03,-6.060095e-03,6.030850e-03,
3.600000e+00,9.993891e-03,1.609610e-03,-1.369719e-02,-9.234641e-03,
3.700000e+00,-7.816068e-03,9.242522e-03,-3.514398e-03,-6.690393e-03,
3.800000e+00,-1.832280e-04,-9.346940e-04,-6.060095e-03,9.423527e-04,
3.900000e+00,-5.271788e-03,4.153914e-03,-6.060095e-03,9.423527e-04,
4,2.017101e-02,-9.346940e-04,-2.642567e-02,9.423527e-04,
4.100000e+00,1.508245e-02,1.609610e-03,-1.624288e-02,9.423527e-04,
4.200000e+00,-2.727508e-03,4.153914e-03,-8.605792e-03,-4.146144e-03,
4.300000e+00,-1.290463e-02,-6.023302e-03,4.122692e-03,6.030850e-03,
4.400000e+00,1.256691e+00,-9.346940e-04,1.149686e+00,9.423527e-04,
4.500000e+00,1.495853e+00,-9.346940e-04,1.182780e+00,9.423527e-04,
4.600000e+00,-8.160018e-02,6.698218e-03,7.540220e-02,-6.690393e-03,
4.700000e+00,-5.870166e-02,-6.023302e-03,4.994524e-02,6.030850e-03,
4.800000e+00,-4.089171e-02,-6.023302e-03,3.976245e-02,3.486601e-03,
4.900000e+00,-2.562603e-02,6.698218e-03,2.703396e-02,-6.690393e-03,
5,-3.071459e-02,1.609610e-03,1.939687e-02,9.423527e-04,
5.100000e+00,-2.562603e-02,1.609610e-03,1.939687e-02,-1.601896e-03,
5.200000e+00,-2.308175e-02,-9.346940e-04,1.430548e-02,9.423527e-04,
5.300000e+00,-1.036035e-02,-6.023302e-03,1.685118e-02,6.030850e-03,
5.400000e+00,-1.832280e-04,-9.346940e-04,4.122692e-03,6.030850e-03,
5.500000e+00,-5.271788e-03,-3.478998e-03,-3.514398e-03,9.423527e-04,
5.600000e+00,-1.832280e-04,4.153914e-03,-3.514398e-03,9.423527e-04,
5.700000e+00,-1.036035e-02,1.609610e-03,4.122692e-03,-1.601896e-03,
5.800000e+00,-1.036035e-02,1.609610e-03,-9.687014e-04,6.030850e-03,
5.900000e+00,-5.271788e-03,6.698218e-03,1.175978e-02,-6.690393e-03,
6,1.121844e+00,6.698218e-03,1.142049e+00,-4.146144e-03,
6.100000e+00,-1.019544e-01,-9.346940e-04,1.008592e-01,-1.601896e-03,
6.200000e+00,-6.379022e-02,1.609610e-03,6.267372e-02,6.030850e-03,
6.300000e+00,-3.580315e-02,-9.346940e-04,3.212536e-02,9.423527e-04,
6.400000e+00,-2.308175e-02,1.609610e-03,2.957966e-02,9.423527e-04,
6.500000e+00,-2.817031e-02,-6.023302e-03,2.957966e-02,6.030850e-03,
