Time,ai0,ai2,ai1,ai3,
0,-1.832280e-04,1.135877e-01,1.609610e-03,9.423527e-04,
1.000000e-01,-1.832280e-04,1.263161e-01,-9.346940e-04,-6.690393e-03,
2.000000e-01,-7.816068e-03,1.135877e-01,6.698218e-03,3.486601e-03,
3.000000e-01,-5.271788e-03,1.186791e-01,6.698218e-03,9.423527e-04,
4.000000e-01,7.449612e-03,1.084963e-01,-6.023302e-03,-1.601896e-03,
5.000000e-01,2.361052e-03,1.110420e-01,1.609610e-03,-6.690393e-03,
6.000000e-01,-1.832280e-04,9.576778e-02,1.609610e-03,6.030850e-03,
7.000000e-01,9.993891e-03,9.576778e-02,-3.478998e-03,9.423527e-04,
8.000000e-01,-1.832280e-04,1.034049e-01,6.698218e-03,-4.146144e-03,
9.000000e-01,-7.816068e-03,9.576778e-02,6.698218e-03,9.423527e-04,
1,2.361052e-03,9.831348e-02,-9.346940e-04,-6.690393e-03,
1.100000e+00,-1.832280e-04,1.110420e-01,1.609610e-03,-9.234641e-03,
1.200000e+00,-2.727508e-03,9.576778e-02,6.698218e-03,9.423527e-04,
1.300000e+00,-1.832280e-04,8.813069e-02,1.609610e-03,9.423527e-04,
1.400000e+00,-5.271788e-03,9.322208e-02,6.698218e-03,9.423527e-04,
1.500000e+00,-5.271788e-03,9.322208e-02,-9.346940e-04,9.423527e-04,
1.600000e+00,-5.271788e-03,8.303930e-02,6.698218e-03,9.423527e-04,
1.700000e+00,2.361052e-03,8.813069e-02,1.609610e-03,6.030850e-03,
1.800000e+00,2.361052e-03,8.813069e-02,-9.346940e-04,9.423527e-04,
1.900000e+00,2.361052e-03,8.049360e-02,-9.346940e-04,6.030850e-03,
2,1.253817e-02,8.813069e-02,-8.567606e-03,9.423527e-04,
2.100000e+00,2.361052e-03,1.034049e-01,1.609610e-03,9.423527e-04,
2.200000e+00,-1.832280e-04,9.067639e-02,-9.346940e-04,6.030850e-03,
2.300000e+00,-2.727508e-03,1.059506e-01,6.698218e-03,-6.690393e-03,
2.400000e+00,-1.832280e-04,9.831348e-02,-9.346940e-04,-4.146144e-03,
2.500000e+00,2.361052e-03,9.576778e-02,-9.346940e-04,9.423527e-04,
2.600000e+00,-2.727508e-03,9.576778e-02,4.153914e-03,6.030850e-03,
2.700000e+00,-5.271788e-03,9.831348e-02,6.698218e-03,6.030850e-03,
2.800000e+00,-5.271788e-03,1.008592e-01,6.698218e-03,-6.690393e-03,
2.900000e+00,2.361052e-03,9.067639e-02,1.609610e-03,6.030850e-03,
3,2.361052e-03,1.008592e-01,-6.023302e-03,9.423527e-04,
3.100000e+00,-5.271788e-03,1.034049e-01,1.178683e-02,9.423527e-04,
3.200000e+00,-5.271788e-03,1.161334e-01,6.698218e-03,-4.146144e-03,
3.300000e+00,-1.832280e-04,9.831348e-02,-9.346940e-04,9.423527e-04,
3.400000e+00,-1.832280e-04,1.084963e-01,-9.346940e-04,9.423527e-04,
3.500000e+00,2.361052e-03,1.059506e-01,1.609610e-03,9.423527e-04,
3.600000e+00,-2.727508e-03,1.008592e-01,6.698218e-03,9.423527e-04,
3.700000e+00,-1.832280e-04,1.110420e-01,6.698218e-03,-6.690393e-03,
3.800000e+00,-1.832280e-04,1.059506e-01,1.609610e-03,6.030850e-03,
3.900000e+00,2.361052e-03,1.008592e-01,-9.346940e-04,9.423527e-04,
4,-5.271788e-03,1.110420e-01,6.698218e-03,6.030850e-03,
4.100000e+00,9.993891e-03,1.135877e-01,-6.023302e-03,9.423527e-04,
4.200000e+00,-5.271788e-03,1.084963e-01,6.698218e-03,6.030850e-03,
4.300000e+00,4.905332e-03,1.110420e-01,-3.478998e-03,9.423527e-04,
4.400000e+00,-1.832280e-04,1.110420e-01,1.609610e-03,-6.690393e-03,
4.500000e+00,2.361052e-03,1.135877e-01,-9.346940e-04,9.423527e-04,
4.600000e+00,-1.832280e-04,1.110420e-01,1.609610e-03,9.423527e-04,
4.700000e+00,2.361052e-03,1.059506e-01,-9.346940e-04,6.030850e-03,
4.800000e+00,2.361052e-03,1.135877e-01,-9.346940e-04,9.423527e-04,
4.900000e+00,2.361052e-03,1.135877e-01,1.609610e-03,6.030850e-03,
5,2.361052e-03,1.084963e-01,-9.346940e-04,6.030850e-03,
5.100000e+00,9.993891e-03,1.110420e-01,-6.023302e-03,9.423527e-04,
5.200000e+00,-5.271788e-03,1.212247e-01,6.698218e-03,-4.146144e-03,
5.300000e+00,-5.271788e-03,1.186791e-01,6.698218e-03,9.423527e-04,
5.400000e+00,-7.816068e-03,1.110420e-01,6.698218e-03,6.030850e-03,
5.500000e+00,-5.271788e-03,1.212247e-01,6.698218e-03,-6.690393e-03,
